,평점,일시,감상평
2197,9,2020.02.26 00:24,인간이 살아오면서 느끼는 고통을 여러사람의 시점에서 잘 표현한것 같다. 서로를 이해하게 되는 순간 좋았다
2198,10,2020.02.26 00:15,진짜 최고의 인생영화!
2199,8,2020.02.26 00:01,배경도 옷도 이쁘고  음악도 배경에 딱 어우러지는 음악이라 유럽여행온 느낌도들고 분위기있어요 막 재밌는건 아니고 별내용은 없어요 그냥 잔잔하고 분위기있는 영화 찾는사람에게 추천
2200,10,2020.02.25 23:32,
2201,10,2020.02.25 19:49,저 또한 작은아씨들과 함께 유년시절을 보내고 온 느낌이 들었습니다. 아련하면서도 감동있는 이야기와 분위기가 맘에 들었어요b
2202,9,2020.02.25 19:38,"원작이 훌륭하니까 작품도 훌륭하다. 좋아하는 배우들 총 출동에다 그레타 거윅 감독이라니!! 다들 연기력 훌륭하고 미모 출중해서 보는 재미가 가득했다. 그럼에도 불구하고... 난 1995년의 &lt;작은아씨들&gt;이 더 그립고 좋았다. 수잔 서렌든, 그리고 위노나 라이더.. "
2203,10,2020.02.25 19:02,인생과 소설은 결국 종이 한장차이.
2204,10,2020.02.25 18:05,
2205,9,2020.02.25 18:04,
2206,10,2020.02.25 18:00,"가슴 한편이 따듯해지는 영화다 우리 모두의 이야기는 한편의 소설, 내가 살아가는 인생 한가운데 지금이 나중에 나를 돌아 보았을 때 후회 없는 시점 지점이기를 기도하며."
2207,10,2020.02.25 15:27,제 인생영화가 되버렸어요 돈 주고 또 보고싶은 영화
2208,9,2020.02.25 12:49,섬세한 연출이 돋보입니다
2209,10,2020.02.25 12:49,누구에게나 저마다의 의미로 가슴 뛸 영화
2210,10,2020.02.25 12:33,아..어릴적 봤던 kbs만화 작은아씨들의 추억이...근데 머릿속에는 빨간머리앤 노래만 생각나네..ㅋ
2211,10,2020.02.25 12:03,그 당시 시대상을 보여주고 각자의 개성이 잘 드러나 책내용을 잘 살렸어요~
2212,8,2020.02.25 11:48,영상이 넘 예쁘고 음악도 좋았어요
2213,9,2020.02.25 11:37,"이 시점 마법과도 같이 우리에게준 선물.  보면 볼수록 따뜻하고 뭉클해지다. 시대를 떠나 메인 테마인 가족과 사랑에 대한 소중함에 대한 이야기를 색상톤변화만으로 과거와 현재를 넘나들며 이 모든게 시의 적절하게 연출, 연기력이 너무나 놀랍도록 자연스럽게 어우러짐. 지금 어려운 시기를 겪고있는 우리에게도 충분히 위안 될만하다. 혼자 보기 정말 아깝다. 마스크쓰고 함께 보길 권함. "
2214,10,2020.02.25 11:37,그래도 4자매가 시끌벅적 커가는 모습은 꽤 재미있었다.예전에 드라마로 본것인줄 알았는데 모두 처음 보는 내용이었음.드뎌 작은아씨들을 봤구나 하는 맘이 생겼음.
2215,9,2020.02.25 09:41,"웃다가, 슬프다가, 응원하다가, 눈물짓다가 자연스럽게 변주하는 내 마음을 알 수 있었다."
2216,10,2020.02.25 00:03,"정말 인상깊은 영화였습니다. 마음을 따뜻하게 해주는, 겹겹이 쌓은 크레이프 같이 감동을 탄탄하게 쌓은 영화."
2217,10,2020.02.24 22:31,"크으으... 소장하고 싶은 영화, 두고두고 볼 영화. 음악이 진짜 잘 어울렸어요."
2218,10,2020.02.24 20:25,최근에 본 영화 중 제일 좋았습니다.모든 캐릭터가 좋았지만 조가 가장 마음에 와닿았습니다.그리고 여성은 왜 사랑을 해야하고 결혼을 해야하냐면서도 외롭다는 말이 인상 깊었습니다.
2219,10,2020.02.24 20:03,계속 잔잔하게 슬픈 영화... 재밌었다
2220,10,2020.02.24 18:18,이런게 웰메이드 해피엔딩이다 ㅠㅠ
2221,10,2020.02.24 14:56,어릴적 책으로 느끼지 못했던 감동을 느낄 수 있었던 영상의 아름다움과 연기들
2222,10,2020.02.24 14:33,"과거와 현재를 오가는 연출을 통해 가난하지만 행복하고 순수했던 과거, 그리고 그와 대비되는 다시는 돌아갈 수 없는 현재의 모습을 보며 많이 울었습니다. 끝나버린 나의 유년시절을 회상하며..."
2223,8,2020.02.24 13:55,여성분들이 많이 공감될듯 전 남자 남자인데 보는동안 눈물이 많이 났네요 ^^*
2224,9,2020.02.24 13:09,수채화와 유화사이에서 들리는 소녀들의 노랫소리
2225,10,2020.02.24 12:44,영화 첨부터 끝까지 잔잔한 감동을받으면서 볼수있었어요 ㅎㅎㅎ
2226,9,2020.02.24 11:47,그레타 거윅 특유의 어느 캐릭터의 표현도 소홀히 하지않았던 사랑스러운 연출과 돋보이던 배우들의 소화력. 넷플릭스에서 94년도 것을 먼저 보고 이 영화를 본다면 훨씬 재밌음.
2227,10,2020.02.24 10:47,배우들의 연기력은 물론 스토리또한 촘촘하게 잘 풀어가서 중간중간 울다 웃다 재밌게 봤습니다
2228,10,2020.02.24 04:39,방황하는 나의 20대에게 왠지모르게 눈물을 흘리게 하며 위로해준 영화. 나중에 이 힘든 시기가 끝나면 다시 보고싶다.
2229,10,2020.02.24 03:36,에이미가 조보다 영특한 점은 단지 자신의 감정을 똑바로 직면할 줄 아는 것
2230,9,2020.02.24 02:47,
2231,9,2020.02.24 02:18,썰물같은거야 천천히 떠나가지만 막진 못해
2232,10,2020.02.24 01:36,막 엄청 다이나믹하진 않지만 재밌다!잔잔하게 즐겁게 볼 수 있는 영화임가족과 살아가는 이야기를 따뜻하게 담았음책안봤는데 본 느낌 ㅋ.ㅋ
2233,10,2020.02.24 01:27,오랜만에 여운이 남는 좋은 영화를 봤어요.
2234,10,2020.02.24 00:58,
2235,10,2020.02.23 23:50,말이 필요없는 정말 완벽한 영화
2236,9,2020.02.23 23:24,누구나 아는내용을 다시 연출할때 관객을 눈물흘리게 할수있을정도의 작품을 낸다는것은 커다란 재능이다.
2237,10,2020.02.23 23:22,누구나 아는내용을 다시 연출할때 관객을 눈물흘리게 할수있을정도의 작품을 낸다는것은 커다란 재능이다.
2238,10,2020.02.23 21:07,
2239,10,2020.02.23 20:02,
2240,10,2020.02.23 19:06,담백하면서도 하나하나 너무 아름다운 영화였습니다.
2241,8,2020.02.23 18:58,저는 솔직히 너무 지루했는데 남친은 인생영화래요 잔잔하고 조용하고 딱 소설같은 영화예요! 영상미가 너무 이뻐요!
2242,6,2020.02.23 18:30,재밌긴했으나 지루했었음. 러닝타임도 길고.
2243,10,2020.02.23 18:13,잔잔하지만 지루하지 않고 아름답고 재미있었던!
2244,10,2020.02.23 16:41,잔잔하지만 지루하지 않고 아름답고 재미있었던!
2245,5,2020.02.23 15:30,잔잔한 스토리와 힐링되는 분위기? 같은거 좋아하시면 보기좋은것같고요..조금이라도 흥미로운거좋아하시면 추천안드려요
2246,9,2020.02.23 15:07,어렸을 때 책으로 읽었던 이야기를 스크린에서 보니 감동적이었습니다조가 특히 매력적으로 느껴졌어요135분 동안 행복했습니다
2247,2,2020.02.23 12:20,영상미는 이뻐요 ...
2248,10,2020.02.23 10:08,오랜만에 영화다운 영화를보았습니다
2249,9,2020.02.23 10:00,"시시콜콜, 시끌벅적한 듯 보이지만, 그 속에 있는 인간적 면모들이 가슴 따뜻해지게 하는 영화."
2250,10,2020.02.23 09:54,그레타 거윅과 시얼샤 로넌의 만남은 언제나 옳다.
2251,10,2020.02.23 08:48,
2252,10,2020.02.23 07:50,영화의 장면 하나하나에 기분을 담은 느낌이였다. 그래서 슬플땐 더 슬프고 기쁠땐 더 기쁜 그런 기분이 들었다. 다시 본다면 또 다른 느낌으로 와닿을것 같다 이번년 최고의 영화로 생각 되지 않을까 싶다.
2253,10,2020.02.23 02:00,
2254,9,2020.02.23 01:17,
2255,10,2020.02.23 01:05,재밌어요 오랜만에 작은아씨들 내용을 다시 봤네요
2256,10,2020.02.23 00:47,"2020년 최고의 영화다. 고전 느낌 그대로 살고 부드럽고 잔잔하니 눈도 보기 좋았다. 스토리는 두말 할 것도 없다. 그 시대의 느낄 수 있는 여성상을 잘 드러낸 것 역시 좋았고, 화려함과 물질이 아닌 소박한 아름다움의 행복을 그려낸게 참 좋았다. 또한 자매들의 우애와 로리와의 우정도 정말 감상하기 좋았다. "
2257,10,2020.02.23 00:34,연기보는 내내 눈물이 났네요 나이가 들어서 그런가봐요 따봉 따봉 따따봉
2258,10,2020.02.23 00:12,최고최고 인생영화갱신 역시 고전
2259,10,2020.02.23 00:05,모두의 삶이 묻어나는 따뜻하고 예쁜 이야기
2260,10,2020.02.22 21:16,
2261,9,2020.02.22 18:28,인간의 주체적인 삶에 대해 깨달음을 주는 영화
2262,9,2020.02.22 17:24,으아 넘 좋았음 ㅎ
2263,10,2020.02.22 12:00,"설득력 있는 캐릭터, 매력적인 재현, 속도감 있고 한편으론 모험적인 편집 혹은 구성, 영악한 결말."
2264,10,2020.02.22 10:59,여성 감독과 여성 주연 배우들로 여성의 이야기를 하는 영화.
2265,10,2020.02.22 10:56,
2266,6,2020.02.22 01:56,막내가 봐도봐도 큰언니같아서 몰입이..ㅎ
2267,6,2020.02.22 01:11,영상미가 엄청납니다. 내용은 조금 아쉽네요.
2268,9,2020.02.21 20:16,잔잔하게 전해져오는 가족간의 사랑 갈등 성장스토리등등 마치 내가 어릴적으로 돌아간듯한 즐거운 감상을 했슴
2269,10,2020.02.21 14:56,이 영화에 과몰입했음... 조가 너무 멋지고.. 에이미가 철딱서니없는 앤줄만 알았는데 영리한 애라는 걸 알게됨
2270,9,2020.02.21 13:20,다른관점에서 고전을 파헤치다. 여전히 에이미는 꼴뵈기싫지만.
2271,10,2020.02.21 07:49,상영 종료후 기립박수를 치고싶었다
2272,10,2020.02.21 00:47,21세기 영화라면 이래야지. 여성 감독의 힘이다. 사랑스럽고 따뜻하며 진정성 있고 파워풀하다.
2273,10,2020.02.20 23:14,로리랑 안이어져서 뭔가 슬펐지만 조 응원한다ㅜ
2274,9,2020.02.19 03:17,로리랑 안이어져서 뭔가 슬펐지만 조 응원한다ㅜ
2275,2,2020.02.18 20:57,잠이 솔솔 오는 자장가같은 영화
2276,8,2020.02.18 16:39,"원작을 알차게 잘 집어 넣어놨는데 막내가 에러다. 얼굴도 노안, 목소리도 노안이야"
2277,9,2020.02.18 12:50,"로리 나쁜놈 에이미 나쁜년 ,,,, ㅠ"
2278,9,2020.02.18 00:38,왠지 조보다 에이미에게 더 이입해서 보았다
2279,10,2020.02.17 23:33,"고전에 대한 예의를 가지고 그 스토리가 가진 본질적 담론을 통찰있게 담아낸 수작. 모두가 읽었을만하고 수차례 영상으로 접해봤을만한 유명한 이야기를, 시간의 교차와, 허구와 현실사이의 모호한 경계를 통해서 뻔하지 않게 담아내는데 성공했다. 영민한 선택이었다. "
2280,10,2020.02.17 21:55,감동적이구 재밋고 다했다ㅠ
2281,10,2020.02.17 21:55,현실적이고 인간적인 자매들의 인생 이야기. 특히 마지막 부분이 너무 인상깊고 마음에 들었어요.
2282,10,2020.02.17 21:26,작은 아씨들을 이번에 처음 봐서 어떤 내용인지 이해가 안 갔지만 영화 후반 쯤 부터 이해 되더니 재밌었어요 하지만 앞 부분은 좀 지루 했어요 ㅠ근데 진짜 확실한 건 엠마 왓슨 진짜 어마 무시하게 예쁩니다!
2283,10,2020.02.17 21:19,영화가 자매들의 어린 시절과 현재를 오가듯작은 아씨들을 읽던 어린 시절의 나와 현재의 내가 만나는 듯한 느낌아련함과 서글픔과 희망이 뒤섞이는 감동!!
2284,10,2020.02.17 21:07,시얼샤너넌의 연기력 쩌네요.135분의 긴 런링타임이 배우들의 연기와아기자기한 재미로 뭍어가네요.엠마왓슨 티모시살레모  로라던메릴스트립 등 연기력쩔어 너무 재밌게봄
2285,10,2020.02.17 20:55,영화보다보면 뜻하지않게 눈물을 흘리고 있다. 그 자매들의 우정과 사랑 애증의 관계들이 마음을 콕콕 찌른다. 무엇보다 사랑하는 그레타 거윅... 이제 더 사랑해... 믿고 보는 감독
2286,9,2020.02.17 20:24,"과거와 현재를 오가는 연출도 어색하지 않고 무엇보다 네 자매가 서로를 의지하는 모습이 가장 사랑스러웠다. 캐스팅,감독,영상미 모두가 훌륭하다.나중에 꼭 소장하고픈 영화."
2287,10,2020.02.17 19:20,시얼샤로넌이랑 메릴스트립은 원작에서 튀어나온 줄 알았습니다. 티모시샬라메 캐스팅 찰떡이구요. 엠마왓슨 예쁜 건 말할 것도 없네요. 소장하고 싶은 영화입니다. 시얼샤로넌이랑 티모시샬라메는 나중에 영화 또 같이 작업해 주면 좋겠어요. 
2288,10,2020.02.17 18:51,이건 10점 중 다른 영화를 5점으로 해도 9점을 줄 정도로 모든 면에서 좋은 영화입니다. 절대 놓치지 마세요.
2289,10,2020.02.17 18:27,"셰익스피어가 대중적인 이야기에 자신의 시를 입혔듯이, 그레타 거윅은 작은아씨들로 작가인 루이스의 이야기를 드러냈다"
2290,10,2020.02.17 17:52,"""어떤 천성들은 억누르기엔 너무 고결하고 굽히기엔 너무 드높단다."""
2291,8,2020.02.17 14:43,시얼샤로넌 연기넘좋고 로리 넘 ...이뿌다...ㅋㅋㅋㅋ의상도이쁘고
2292,10,2020.02.17 14:08,"그레타거윅의 &lt;작은 아씨들&gt;기존의 스토리를 알면 아주 재밌고요. 처음 보는 이야기라면 헷갈릴 수도 있어요. 그레타 거윅은 친절보다는, 자신만의 버전을 만드는 데 초점을 두고 영화를 만든 것 같아요. 재밌고 배우들의 연기가 좋습니다. "
2293,7,2020.02.17 13:49,영화 스토리도 스토리지만그때 그시절 분위기를 물씬 느낄수 있어서 좋았던
2294,10,2020.02.17 10:18,"장편소설한편을 영화관에서 읽어주는 느낌,한 가족과 자매의 성장기를 보여주고, 모든 인물의 선택을 이해되게 하는 명작(러닝타임이 길긴 했지만 모든게 완벽했다)"
2295,10,2020.02.17 10:02,두 번 보고싶고 세 번 봐야할 영화?
2296,10,2020.02.17 09:27,애인이랑 늦은 시간 같이 봤네요. 관람객이 얼마없어서 좀더 그랬는진 몰라도 집중해서 잘 볼수있었네요. 옛날 어릴적 생각도 많이나고 좋았습니다~~~^^
2297,6,2020.02.17 04:18,크게 임팩트도 없고 짜임새가 유동성이 없었음 ㅠㅠ
2298,6,2020.02.17 01:21,워낙 기대를 많이 했던터라 지루했네요...
2299,10,2020.02.17 00:53,"한 편의 뮤지컬과 문학 작품을 읽은 듯한 느낌을 받았습니다.  각본과 연출, 영상미 또한 훌륭했고 영화에서 주는 잔잔한 감동이 좋았습니다. 가족의 소중함,하나됨, 감사함을 느꼈습니다.  호불호는 갈릴 수 있지만 개인적으로 문학과 연기에 관심이 있으신 분들께 꼭 추천해드리고 싶은 영화입니다! "
2300,9,2020.02.16 23:44,"단순히 로맨스물이라고 생각하고 봤다면 3,4점이었겠지만 시대 상황, OST, 7년을 사이에 둔 장면 전환과 그에 따른 분위기와 색감의 변화 등을 고려하면 좋은 평가가 이해됨. 특히 결말로 갈수록 생각이 많아짐. 유일한 단점은 초반 배우들의 외적으로 느껴지는 나이와 영화 속 설정이 차이가 나서 잠시 혼란스러움. "
2301,8,2020.02.16 20:45,내가 정말 사랑했던 소설을 영상으로 보는 즐거움
2302,10,2020.02.16 11:55,사랑에 개연성이 필요한가요?
2303,9,2020.02.16 11:53,이영화를 안본사람들이 부럽다 처음봤을때 감동을 느낄수 있어서
2304,10,2020.02.16 11:30,연출과 연기가 어디하나 흠 잡을 곳이 없음
2305,10,2020.02.16 10:12,나의 어린시절을 되돌아보게 하는 아름다운 영화였다
2306,9,2020.02.16 09:48,"관객이 원하는 대사를 던지는 건 때로는 좋지만 계속 그러다보니 영화가 살짝 진부해지는 경향은 어쩔 수 없는 것 같다. 그렇지만 그런 사소한 단점을 제외하고 의상, 소품, 배우의 연기는 정말 감탄을 금치 못할정도로 멋졌다. 가장 멋진 점은 여성의 이야기를 하고 있는 이 영화의 감독이 여성감독이라는 것. 정말 행복하다. "
